name,collection,material,x,y,z,a_mm,b_mm,length_mm,source,basis
GF North wall | bottom plate,02 Ground floor walls,MGP10 pine,6.8098,7.835,0.0175,90.0,35.0,769.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
T5-04 vertical.002,07 Garage roof,MGP10 pine,2.825,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 vertical.003,07 Garage roof,MGP10 pine,2.825,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 vertical.004,07 Garage roof,MGP10 pine,2.825,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 vertical.005,07 Garage roof,MGP10 pine,2.825,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 vertical.006,07 Garage roof,MGP10 pine,2.825,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 web,07 Garage roof,MGP10 pine,2.825,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 web.001,07 Garage roof,MGP10 pine,2.825,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 web.002,07 Garage roof,MGP10 pine,2.825,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 web.003,07 Garage roof,MGP10 pine,2.825,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 web.004,07 Garage roof,MGP10 pine,2.825,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 web.005,07 Garage roof,MGP10 pine,2.825,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 bottom,07 Garage roof,MGP10 pine,3.7,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 top,07 Garage roof,MGP10 pine,3.7,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical,07 Garage roof,MGP10 pine,3.7,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical.001,07 Garage roof,MGP10 pine,3.7,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical.002,07 Garage roof,MGP10 pine,3.7,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical.003,07 Garage roof,MGP10 pine,3.7,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical.004,07 Garage roof,MGP10 pine,3.7,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical.005,07 Garage roof,MGP10 pine,3.7,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 vertical.006,07 Garage roof,MGP10 pine,3.7,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 web,07 Garage roof,MGP10 pine,3.7,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 web.001,07 Garage roof,MGP10 pine,3.7,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 web.002,07 Garage roof,MGP10 pine,3.7,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 web.003,07 Garage roof,MGP10 pine,3.7,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 web.004,07 Garage roof,MGP10 pine,3.7,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-05 web.005,07 Garage roof,MGP10 pine,3.7,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 bottom,07 Garage roof,MGP10 pine,4.575,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 top,07 Garage roof,MGP10 pine,4.575,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical,07 Garage roof,MGP10 pine,4.575,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical.001,07 Garage roof,MGP10 pine,4.575,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical.002,07 Garage roof,MGP10 pine,4.575,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical.003,07 Garage roof,MGP10 pine,4.575,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical.004,07 Garage roof,MGP10 pine,4.575,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical.005,07 Garage roof,MGP10 pine,4.575,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 vertical.006,07 Garage roof,MGP10 pine,4.575,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 web,07 Garage roof,MGP10 pine,4.575,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 web.001,07 Garage roof,MGP10 pine,4.575,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 web.002,07 Garage roof,MGP10 pine,4.575,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 web.003,07 Garage roof,MGP10 pine,4.575,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 web.004,07 Garage roof,MGP10 pine,4.575,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-06 web.005,07 Garage roof,MGP10 pine,4.575,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 bottom,07 Garage roof,MGP10 pine,5.45,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 top,07 Garage roof,MGP10 pine,5.45,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical,07 Garage roof,MGP10 pine,5.45,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical.001,07 Garage roof,MGP10 pine,5.45,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical.002,07 Garage roof,MGP10 pine,5.45,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical.003,07 Garage roof,MGP10 pine,5.45,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical.004,07 Garage roof,MGP10 pine,5.45,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical.005,07 Garage roof,MGP10 pine,5.45,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 vertical.006,07 Garage roof,MGP10 pine,5.45,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 web,07 Garage roof,MGP10 pine,5.45,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 web.001,07 Garage roof,MGP10 pine,5.45,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 web.002,07 Garage roof,MGP10 pine,5.45,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 web.003,07 Garage roof,MGP10 pine,5.45,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 web.004,07 Garage roof,MGP10 pine,5.45,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-07 web.005,07 Garage roof,MGP10 pine,5.45,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 bottom,07 Garage roof,MGP10 pine,6.325,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 top,07 Garage roof,MGP10 pine,6.325,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical,07 Garage roof,MGP10 pine,6.325,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical.001,07 Garage roof,MGP10 pine,6.325,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical.002,07 Garage roof,MGP10 pine,6.325,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical.003,07 Garage roof,MGP10 pine,6.325,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical.004,07 Garage roof,MGP10 pine,6.325,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical.005,07 Garage roof,MGP10 pine,6.325,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 vertical.006,07 Garage roof,MGP10 pine,6.325,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 web,07 Garage roof,MGP10 pine,6.325,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 web.001,07 Garage roof,MGP10 pine,6.325,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 web.002,07 Garage roof,MGP10 pine,6.325,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 web.003,07 Garage roof,MGP10 pine,6.325,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 web.004,07 Garage roof,MGP10 pine,6.325,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-08 web.005,07 Garage roof,MGP10 pine,6.325,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten,07 Garage roof,MGP10 pine,3.2625,2.9,3.0269,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.001,07 Garage roof,MGP10 pine,3.2625,3.65,3.0926,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.002,07 Garage roof,MGP10 pine,3.2625,4.4,3.1582,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.003,07 Garage roof,MGP10 pine,3.2625,5.15,3.2238,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.004,07 Garage roof,MGP10 pine,3.2625,5.9,3.2894,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.005,07 Garage roof,MGP10 pine,3.2625,6.65,3.355,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.006,07 Garage roof,MGP10 pine,3.2625,7.4,3.4206,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.007,07 Garage roof,MGP10 pine,3.2625,8.15,3.4863,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Garage batten.008,07 Garage roof,MGP10 pine,3.2625,8.9,3.5519,45.0,35.0,6125.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
P1 porch post,03 Ground floor steel and LVL,MGP10 pine,28.185,4.63,1.257,90.0,90.0,2966.0,S09/S10 P1 90x90 F7,Plan-traced position; scheduled/typical section
PB1 porch side,03 Ground floor steel and LVL,LVL beams,27.565,4.63,2.64,45.0,200.0,1240.0,S09/S10 PB1 200x45,Plan-traced position; scheduled/typical section
P1 porch post.001,03 Ground floor steel and LVL,MGP10 pine,28.185,7.835,1.257,90.0,90.0,2966.0,S09/S10 P1 90x90 F7,Plan-traced position; scheduled/typical section
PB1 porch side.001,03 Ground floor steel and LVL,LVL beams,27.565,7.835,2.64,45.0,200.0,1240.0,S09/S10 PB1 200x45,Plan-traced position; scheduled/typical section
PB1 porch front,03 Ground floor steel and LVL,LVL beams,28.185,6.2325,2.64,45.0,200.0,3205.0,S09/S10 PB1,Plan-traced position; scheduled/typical section
T6-1 bottom,08 Porch roof,MGP10 pine,27.71,4.63,2.785,35.0,90.0,950.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-1 top,08 Porch roof,MGP10 pine,27.71,4.63,3.0854,35.0,90.0,953.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-1 vertical,08 Porch roof,MGP10 pine,27.235,4.63,2.956,35.0,90.0,252.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-1 vertical.001,08 Porch roof,MGP10 pine,28.185,4.63,2.9144,35.0,90.0,168.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-1 web,08 Porch roof,MGP10 pine,27.71,4.63,2.9144,35.0,90.0,964.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-2 bottom,08 Porch roof,MGP10 pine,27.71,5.43,2.785,35.0,90.0,950.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-2 top,08 Porch roof,MGP10 pine,27.71,5.43,3.0854,35.0,90.0,953.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-2 vertical,08 Porch roof,MGP10 pine,27.235,5.43,2.956,35.0,90.0,252.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-2 vertical.001,08 Porch roof,MGP10 pine,28.185,5.43,2.9144,35.0,90.0,168.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-2 web,08 Porch roof,MGP10 pine,27.71,5.43,2.9144,35.0,90.0,964.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-3 bottom,08 Porch roof,MGP10 pine,27.71,6.23,2.785,35.0,90.0,950.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-3 top,08 Porch roof,MGP10 pine,27.71,6.23,3.0854,35.0,90.0,953.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-3 vertical,08 Porch roof,MGP10 pine,27.235,6.23,2.956,35.0,90.0,252.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-3 vertical.001,08 Porch roof,MGP10 pine,28.185,6.23,2.9144,35.0,90.0,168.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-3 web,08 Porch roof,MGP10 pine,27.71,6.23,2.9144,35.0,90.0,964.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-4 bottom,08 Porch roof,MGP10 pine,27.71,7.03,2.785,35.0,90.0,950.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T6-4 top,08 Porch roof,MGP10 pine,27.71,7.03,3.0854,35.0,90.0,953.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
